timestamp,store_type,queue_size,estimated_wait_time,actual_wait_time,service_time,avg_service_time,hour,day_of_week,day_of_month,month,is_weekend,is_peak_hour,priority,service_type,status,customer_satisfaction,date
2025-07-23 09:01:30.201639,bank,8,135.34,140.62,11.0,12,9,Wednesday,23,7,False,True,normal,loan,completed,1.0,2025-07-23
2025-07-23 09:01:56.201639,hospital,10,126.0,119.45,19.0,20,9,Wednesday,23,7,False,True,high,checkup,completed,3.0,2025-07-23
2025-07-23 09:02:42.201639,hospital,14,180.0,179.14,24.0,20,9,Wednesday,23,7,False,True,normal,emergency,completed,1.0,2025-07-23
2025-07-23 09:04:45.201639,bank,10,152.09,151.21,17.0,12,9,Wednesday,23,7,False,True,normal,withdrawal,completed,1.0,2025-07-23
2025-07-23 09:05:10.201639,hospital,10,180.0,176.18,19.0,20,9,Wednesday,23,7,False,True,normal,lab,completed,2.0,2025-07-23
2025-07-23 09:11:51.201639,hospital,11,180.0,175.92,20.0,20,9,Wednesday,23,7,False,True,normal,checkup,completed,1.0,2025-07-23
2025-07-23 09:17:50.201639,bank,6,97.76,101.17,14.0,12,9,Wednesday,23,7,False,True,normal,withdrawal,completed,2.0,2025-07-23
2025-07-23 09:22:16.201639,government,6,126.0,119.76,25.0,25,9,Wednesday,23,7,False,False,high,registration,completed,2.0,2025-07-23
2025-07-23 09:26:02.201639,bank,6,98.77,96.19,9.0,12,9,Wednesday,23,7,False,True,normal,loan,completed,3.0,2025-07-23
2025-07-23 09:38:26.201639,restaurant,8,113.27,108.76,13.0,15,9,Wednesday,23,7,False,False,normal,reservation,completed,2.0,2025-07-23
2025-07-23 09:39:04.201639,hospital,14,180.0,185.41,20.0,20,9,Wednesday,23,7,False,True,normal,consultation,completed,2.0,2025-07-23
2025-07-23 09:39:09.201639,government,9,126.0,129.28,30.0,25,9,Wednesday,23,7,False,False,high,registration,completed,1.0,2025-07-23
2025-07-23 09:40:09.201639,hospital,10,180.0,187.91,20.0,20,9,Wednesday,23,7,False,True,normal,lab,completed,2.0,2025-07-23
2025-07-23 09:42:02.201639,bank,9,88.56,84.67,10.0,12,9,Wednesday,23,7,False,True,high,withdrawal,completed,3.0,2025-07-23
2025-07-23 09:42:28.201639,retail,4,30.96,24.38,9.0,10,9,Wednesday,23,7,False,False,high,inquiry,completed,3.0,2025-07-23
2025-07-23 09:45:53.201639,bank,9,92.74,98.6,9.0,12,9,Wednesday,23,7,False,True,high,loan,completed,3.0,2025-07-23
2025-07-23 09:48:38.201639,government,6,126.0,120.57,22.0,25,9,Wednesday,23,7,False,False,high,registration,completed,2.0,2025-07-23
2025-07-23 09:50:36.201639,government,8,180.0,179.83,30.0,25,9,Wednesday,23,7,False,False,normal,registration,completed,3.0,2025-07-23
2025-07-23 09:53:02.201639,hospital,13,180.0,181.28,25.0,20,9,Wednesday,23,7,False,True,normal,lab,completed,3.0,2025-07-23
2025-07-23 09:54:04.201639,hospital,13,180.0,182.64,17.0,20,9,Wednesday,23,7,False,True,normal,checkup,completed,2.0,2025-07-23
2025-07-23 10:00:19.201639,government,9,180.0,174.18,26.0,25,10,Wednesday,23,7,False,True,normal,permit,completed,2.0,2025-07-23
2025-07-23 10:01:09.201639,hospital,11,180.0,175.9,20.0,20,10,Wednesday,23,7,False,True,normal,consultation,completed,2.0,2025-07-23
2025-07-23 10:01:31.201639,restaurant,8,121.5,,,15,10,Wednesday,23,7,False,False,normal,dine-in,cancelled,,2025-07-23
2025-07-23 10:01:47.201639,bank,6,105.67,112.64,15.0,12,10,Wednesday,23,7,False,True,normal,account,completed,2.0,2025-07-23
2025-07-23 10:03:23.201639,government,12,180.0,181.25,23.0,25,10,Wednesday,23,7,False,True,normal,certificate,completed,3.0,2025-07-23
2025-07-23 10:04:42.201639,bank,6,112.56,,,12,10,Wednesday,23,7,False,True,normal,loan,no-show,,2025-07-23
2025-07-23 10:05:27.201639,government,10,180.0,181.36,22.0,25,10,Wednesday,23,7,False,True,normal,permit,completed,1.0,2025-07-23
2025-07-23 10:08:00.201639,retail,3,33.39,35.6,8.0,10,10,Wednesday,23,7,False,False,normal,billing,completed,2.0,2025-07-23
2025-07-23 10:10:49.201639,bank,9,153.93,153.02,9.0,12,10,Wednesday,23,7,False,True,normal,withdrawal,completed,2.0,2025-07-23
2025-07-23 10:12:33.201639,hospital,10,180.0,177.68,20.0,20,10,Wednesday,23,7,False,True,normal,lab,completed,1.0,2025-07-23
2025-07-23 10:15:35.201639,hospital,14,180.0,186.13,22.0,20,10,Wednesday,23,7,False,True,normal,checkup,completed,1.0,2025-07-23
2025-07-23 10:19:33.201639,hospital,11,126.0,130.01,17.0,20,10,Wednesday,23,7,False,True,high,checkup,completed,3.0,2025-07-23
2025-07-23 10:21:18.201639,bank,8,118.08,,,12,10,Wednesday,23,7,False,True,normal,deposit,cancelled,,2025-07-23
2025-07-23 10:24:40.201639,restaurant,6,112.4,110.93,20.0,15,10,Wednesday,23,7,False,False,normal,reservation,completed,2.0,2025-07-23
2025-07-23 10:27:10.201639,retail,3,34.08,30.37,13.0,10,10,Wednesday,23,7,False,False,normal,billing,completed,2.0,2025-07-23
2025-07-23 10:27:42.201639,retail,5,56.51,58.87,11.0,10,10,Wednesday,23,7,False,False,normal,inquiry,completed,3.0,2025-07-23
2025-07-23 10:29:08.201639,government,13,126.0,122.18,23.0,25,10,Wednesday,23,7,False,True,high,permit,completed,1.0,2025-07-23
2025-07-23 10:32:26.201639,bank,7,78.2,71.87,9.0,12,10,Wednesday,23,7,False,True,high,account,completed,3.0,2025-07-23
2025-07-23 10:33:43.201639,hospital,12,180.0,179.2,17.0,20,10,Wednesday,23,7,False,True,normal,lab,completed,1.0,2025-07-23
2025-07-23 10:36:09.201639,retail,3,24.97,24.13,8.0,10,10,Wednesday,23,7,False,False,high,checkout,completed,4.0,2025-07-23
2025-07-23 10:37:39.201639,bank,10,135.96,128.04,9.0,12,10,Wednesday,23,7,False,True,normal,loan,completed,2.0,2025-07-23
2025-07-23 10:39:03.201639,government,12,180.0,187.62,30.0,25,10,Wednesday,23,7,False,True,normal,registration,completed,1.0,2025-07-23
2025-07-23 10:39:17.201639,hospital,14,126.0,,,20,10,Wednesday,23,7,False,True,high,lab,cancelled,,2025-07-23
2025-07-23 10:41:14.201639,hospital,13,180.0,185.55,22.0,20,10,Wednesday,23,7,False,True,normal,consultation,completed,2.0,2025-07-23
2025-07-23 10:42:13.201639,government,12,180.0,179.44,30.0,25,10,Wednesday,23,7,False,True,normal,registration,completed,2.0,2025-07-23
2025-07-23 10:42:16.201639,bank,9,133.42,133.94,11.0,12,10,Wednesday,23,7,False,True,normal,deposit,completed,3.0,2025-07-23
2025-07-23 10:46:00.201639,bank,9,141.58,136.91,11.0,12,10,Wednesday,23,7,False,True,normal,loan,completed,1.0,2025-07-23
2025-07-23 10:50:20.201639,government,13,180.0,174.58,30.0,25,10,Wednesday,23,7,False,True,normal,certificate,completed,1.0,2025-07-23
2025-07-23 10:53:46.201639,government,12,126.0,119.37,24.0,25,10,Wednesday,23,7,False,True,high,registration,completed,3.0,2025-07-23
2025-07-23 11:00:04.201639,bank,9,142.83,148.04,9.0,12,11,Wednesday,23,7,False,True,normal,loan,completed,2.0,2025-07-23
2025-07-23 11:00:07.201639,retail,8,96.23,99.77,12.0,10,11,Wednesday,23,7,False,True,normal,billing,completed,2.0,2025-07-23
2025-07-23 11:01:05.201639,bank,8,117.77,116.1,16.0,12,11,Wednesday,23,7,False,True,normal,account,completed,3.0,2025-07-23
2025-07-23 11:08:01.201639,bank,9,138.65,141.09,9.0,12,11,Wednesday,23,7,False,True,normal,loan,completed,1.0,2025-07-23
2025-07-23 11:10:28.201639,government,10,180.0,186.84,28.0,25,11,Wednesday,23,7,False,True,normal,permit,completed,3.0,2025-07-23
2025-07-23 11:11:10.201639,restaurant,6,104.42,111.44,20.0,15,11,Wednesday,23,7,False,False,normal,dine-in,completed,3.0,2025-07-23
2025-07-23 11:11:57.201639,bank,8,117.41,107.81,10.0,12,11,Wednesday,23,7,False,True,normal,loan,completed,3.0,2025-07-23
2025-07-23 11:12:21.201639,bank,9,118.84,116.85,16.0,12,11,Wednesday,23,7,False,True,normal,deposit,completed,2.0,2025-07-23
2025-07-23 11:12:24.201639,bank,7,97.73,89.82,14.0,12,11,Wednesday,23,7,False,True,normal,loan,completed,1.0,2025-07-23
2025-07-23 11:12:36.201639,bank,8,136.7,141.97,12.0,12,11,Wednesday,23,7,False,True,normal,withdrawal,completed,1.0,2025-07-23
2025-07-23 11:15:41.201639,retail,8,93.17,91.99,10.0,10,11,Wednesday,23,7,False,True,normal,exchange,completed,3.0,2025-07-23
2025-07-23 11:15:47.201639,government,9,180.0,,,25,11,Wednesday,23,7,False,True,normal,registration,cancelled,,2025-07-23
2025-07-23 11:16:26.201639,restaurant,7,116.72,122.54,12.0,15,11,Wednesday,23,7,False,False,normal,takeaway,completed,3.0,2025-07-23
2025-07-23 11:18:54.201639,hospital,8,151.86,144.83,21.0,20,11,Wednesday,23,7,False,False,normal,checkup,completed,3.0,2025-07-23
2025-07-23 11:27:03.201639,hospital,9,180.0,175.68,21.0,20,11,Wednesday,23,7,False,False,normal,lab,completed,3.0,2025-07-23
2025-07-23 11:27:38.201639,bank,9,111.81,114.27,14.0,12,11,Wednesday,23,7,False,True,normal,deposit,completed,3.0,2025-07-23
2025-07-23 11:32:09.201639,government,13,180.0,181.56,26.0,25,11,Wednesday,23,7,False,True,normal,registration,completed,3.0,2025-07-23
2025-07-23 11:32:53.201639,government,13,180.0,185.14,26.0,25,11,Wednesday,23,7,False,True,normal,registration,completed,1.0,2025-07-23
2025-07-23 11:35:35.201639,retail,8,76.91,69.58,9.0,10,11,Wednesday,23,7,False,True,normal,inquiry,completed,2.0,2025-07-23
2025-07-23 11:48:08.201639,restaurant,8,152.19,145.14,19.0,15,11,Wednesday,23,7,False,False,normal,dine-in,completed,3.0,2025-07-23
2025-07-23 11:49:28.201639,retail,9,92.59,85.4,11.0,10,11,Wednesday,23,7,False,True,normal,exchange,completed,1.0,2025-07-23
2025-07-23 11:52:42.201639,retail,8,84.71,88.04,11.0,10,11,Wednesday,23,7,False,True,normal,exchange,completed,2.0,2025-07-23
2025-07-23 11:55:24.201639,retail,9,96.87,101.51,10.0,10,11,Wednesday,23,7,False,True,normal,checkout,completed,3.0,2025-07-23
2025-07-23 12:00:29.201639,restaurant,9,180.0,176.44,18.0,15,12,Wednesday,23,7,False,True,normal,delivery,completed,3.0,2025-07-23
2025-07-23 12:00:52.201639,retail,8,76.3,70.66,10.0,10,12,Wednesday,23,7,False,True,high,inquiry,completed,3.0,2025-07-23
2025-07-23 12:07:28.201639,retail,11,132.9,129.96,7.0,10,12,Wednesday,23,7,False,True,normal,exchange,completed,3.0,2025-07-23
2025-07-23 12:17:45.201639,bank,6,100.5,103.64,14.0,12,12,Wednesday,23,7,False,False,normal,withdrawal,completed,3.0,2025-07-23
2025-07-23 12:19:13.201639,restaurant,11,115.76,112.03,16.0,15,12,Wednesday,23,7,False,True,high,dine-in,completed,3.0,2025-07-23
2025-07-23 12:26:06.201639,bank,3,39.67,42.5,10.0,12,12,Wednesday,23,7,False,False,high,withdrawal,completed,2.0,2025-07-23
2025-07-23 12:34:36.201639,government,5,166.83,164.35,27.0,25,12,Wednesday,23,7,False,False,normal,license,completed,1.0,2025-07-23
2025-07-23 12:37:31.201639,retail,11,129.8,133.05,8.0,10,12,Wednesday,23,7,False,True,normal,exchange,completed,2.0,2025-07-23
2025-07-23 12:38:17.201639,hospital,9,180.0,177.22,25.0,20,12,Wednesday,23,7,False,False,normal,consultation,completed,1.0,2025-07-23
2025-07-23 12:39:53.201639,government,7,180.0,186.9,23.0,25,12,Wednesday,23,7,False,False,normal,registration,completed,2.0,2025-07-23
2025-07-23 12:43:49.201639,restaurant,11,180.0,178.11,20.0,15,12,Wednesday,23,7,False,True,normal,reservation,completed,2.0,2025-07-23
2025-07-23 12:45:10.201639,retail,8,90.26,78.82,9.0,10,12,Wednesday,23,7,False,True,normal,inquiry,completed,1.0,2025-07-23
2025-07-23 12:48:15.201639,government,9,180.0,181.75,26.0,25,12,Wednesday,23,7,False,False,normal,certificate,completed,2.0,2025-07-23
2025-07-23 12:50:39.201639,retail,9,106.27,106.19,11.0,10,12,Wednesday,23,7,False,True,normal,checkout,completed,3.0,2025-07-23
2025-07-23 12:53:02.201639,restaurant,9,169.73,176.34,12.0,15,12,Wednesday,23,7,False,True,normal,reservation,completed,1.0,2025-07-23
2025-07-23 12:53:02.201639,hospital,6,142.11,136.38,24.0,20,12,Wednesday,23,7,False,False,normal,lab,completed,3.0,2025-07-23
2025-07-23 12:53:55.201639,retail,8,96.93,89.52,7.0,10,12,Wednesday,23,7,False,True,normal,inquiry,completed,1.0,2025-07-23
2025-07-23 13:01:01.201639,restaurant,8,150.8,157.41,17.0,15,13,Wednesday,23,7,False,True,normal,delivery,completed,2.0,2025-07-23
2025-07-23 13:04:47.201639,bank,4,88.23,98.14,14.0,12,13,Wednesday,23,7,False,False,normal,deposit,completed,2.0,2025-07-23
2025-07-23 13:05:04.201639,restaurant,8,154.37,160.17,16.0,15,13,Wednesday,23,7,False,True,normal,dine-in,completed,2.0,2025-07-23
2025-07-23 13:11:02.201639,hospital,8,180.0,173.78,18.0,20,13,Wednesday,23,7,False,False,normal,lab,completed,2.0,2025-07-23
2025-07-23 13:12:08.201639,retail,9,82.53,79.45,15.0,10,13,Wednesday,23,7,False,True,high,billing,completed,1.0,2025-07-23
2025-07-23 13:12:50.201639,restaurant,8,146.57,150.15,13.0,15,13,Wednesday,23,7,False,True,normal,dine-in,completed,1.0,2025-07-23
2025-07-23 13:15:09.201639,hospital,7,179.87,184.38,23.0,20,13,Wednesday,23,7,False,False,normal,lab,completed,2.0,2025-07-23
2025-07-23 13:18:43.201639,bank,2,44.42,44.36,14.0,12,13,Wednesday,23,7,False,False,normal,account,completed,2.0,2025-07-23
2025-07-23 13:19:58.201639,restaurant,9,164.63,164.39,15.0,15,13,Wednesday,23,7,False,True,normal,dine-in,completed,2.0,2025-07-23
2025-07-23 13:21:50.201639,restaurant,9,113.74,115.03,12.0,15,13,Wednesday,23,7,False,True,high,takeaway,completed,3.0,2025-07-23
2025-07-23 13:23:15.201639,hospital,7,98.35,94.2,23.0,20,13,Wednesday,23,7,False,False,high,emergency,completed,2.0,2025-07-23
2025-07-23 13:33:27.201639,government,6,126.0,122.05,24.0,25,13,Wednesday,23,7,False,False,high,certificate,completed,2.0,2025-07-23
2025-07-23 13:37:16.201639,hospital,8,180.0,175.48,24.0,20,13,Wednesday,23,7,False,False,normal,lab,completed,1.0,2025-07-23
2025-07-23 13:38:18.201639,retail,8,107.75,103.95,10.0,10,13,Wednesday,23,7,False,True,normal,exchange,completed,2.0,2025-07-23
2025-07-23 13:39:32.201639,retail,8,96.45,98.47,8.0,10,13,Wednesday,23,7,False,True,normal,inquiry,completed,1.0,2025-07-23
2025-07-23 13:39:45.201639,restaurant,10,180.0,181.23,13.0,15,13,Wednesday,23,7,False,True,normal,delivery,completed,3.0,2025-07-23
2025-07-23 13:40:43.201639,retail,8,105.9,110.33,14.0,10,13,Wednesday,23,7,False,True,normal,checkout,completed,3.0,2025-07-23
2025-07-23 13:44:58.201639,bank,5,71.66,67.03,15.0,12,13,Wednesday,23,7,False,False,normal,loan,completed,3.0,2025-07-23
2025-07-23 13:52:02.201639,restaurant,10,125.38,128.71,15.0,15,13,Wednesday,23,7,False,True,high,dine-in,completed,1.0,2025-07-23
2025-07-23 13:55:47.201639,bank,5,76.54,78.92,16.0,12,13,Wednesday,23,7,False,False,normal,loan,completed,1.0,2025-07-23
2025-07-23 14:02:15.201639,government,13,180.0,179.22,22.0,25,14,Wednesday,23,7,False,True,normal,registration,completed,3.0,2025-07-23
2025-07-23 14:03:20.201639,hospital,12,180.0,181.18,20.0,20,14,Wednesday,23,7,False,True,normal,checkup,completed,2.0,2025-07-23
2025-07-23 14:03:32.201639,retail,4,57.63,47.51,9.0,10,14,Wednesday,23,7,False,False,normal,checkout,completed,3.0,2025-07-23
2025-07-23 14:04:37.201639,restaurant,10,180.0,179.99,18.0,15,14,Wednesday,23,7,False,True,normal,reservation,completed,1.0,2025-07-23
2025-07-23 14:10:58.201639,restaurant,9,165.67,159.76,12.0,15,14,Wednesday,23,7,False,True,normal,dine-in,completed,2.0,2025-07-23
2025-07-23 14:13:27.201639,government,12,180.0,179.04,28.0,25,14,Wednesday,23,7,False,True,normal,registration,completed,3.0,2025-07-23
2025-07-23 14:13:57.201639,restaurant,11,180.0,168.58,16.0,15,14,Wednesday,23,7,False,True,normal,takeaway,completed,1.0,2025-07-23
2025-07-23 14:15:39.201639,restaurant,10,177.61,175.59,17.0,15,14,Wednesday,23,7,False,True,normal,dine-in,completed,1.0,2025-07-23
2025-07-23 14:19:16.201639,hospital,13,180.0,178.52,24.0,20,14,Wednesday,23,7,False,True,normal,lab,completed,1.0,2025-07-23
2025-07-23 14:30:24.201639,government,13,180.0,172.81,26.0,25,14,Wednesday,23,7,False,True,normal,permit,completed,1.0,2025-07-23
2025-07-23 14:32:03.201639,hospital,12,180.0,180.58,24.0,20,14,Wednesday,23,7,False,True,normal,checkup,completed,1.0,2025-07-23
2025-07-23 14:35:32.201639,bank,2,68.19,79.23,12.0,12,14,Wednesday,23,7,False,False,normal,loan,completed,3.0,2025-07-23
2025-07-23 14:41:27.201639,restaurant,12,180.0,,,15,14,Wednesday,23,7,False,True,normal,dine-in,no-show,,2025-07-23
2025-07-23 14:41:40.201639,hospital,14,180.0,178.96,20.0,20,14,Wednesday,23,7,False,True,normal,lab,completed,2.0,2025-07-23
2025-07-23 14:42:25.201639,restaurant,11,180.0,184.16,17.0,15,14,Wednesday,23,7,False,True,normal,delivery,completed,1.0,2025-07-23
2025-07-23 14:43:14.201639,government,13,180.0,181.1,29.0,25,14,Wednesday,23,7,False,True,normal,license,completed,3.0,2025-07-23
2025-07-23 14:43:38.201639,restaurant,11,180.0,179.05,14.0,15,14,Wednesday,23,7,False,True,normal,delivery,completed,1.0,2025-07-23
2025-07-23 14:45:03.201639,government,11,180.0,172.8,26.0,25,14,Wednesday,23,7,False,True,normal,certificate,completed,3.0,2025-07-23
2025-07-23 14:45:19.201639,bank,4,67.29,68.77,14.0,12,14,Wednesday,23,7,False,False,normal,account,completed,1.0,2025-07-23
2025-07-23 14:46:14.201639,government,11,180.0,182.28,28.0,25,14,Wednesday,23,7,False,True,normal,permit,completed,1.0,2025-07-23
2025-07-23 14:46:49.201639,bank,4,55.41,47.31,11.0,12,14,Wednesday,23,7,False,False,normal,deposit,completed,3.0,2025-07-23
2025-07-23 15:00:42.201639,hospital,13,180.0,186.58,24.0,20,15,Wednesday,23,7,False,True,normal,checkup,completed,2.0,2025-07-23
2025-07-23 15:03:32.201639,government,12,180.0,178.1,28.0,25,15,Wednesday,23,7,False,True,normal,certificate,completed,3.0,2025-07-23
2025-07-23 15:17:19.201639,retail,5,60.91,52.17,13.0,10,15,Wednesday,23,7,False,False,normal,inquiry,completed,3.0,2025-07-23
2025-07-23 15:17:35.201639,hospital,10,180.0,183.37,21.0,20,15,Wednesday,23,7,False,True,normal,consultation,completed,2.0,2025-07-23
2025-07-23 15:18:50.201639,government,13,180.0,172.05,29.0,25,15,Wednesday,23,7,False,True,normal,certificate,completed,3.0,2025-07-23
2025-07-23 15:19:29.201639,hospital,12,126.0,126.53,19.0,20,15,Wednesday,23,7,False,True,high,lab,completed,2.0,2025-07-23
2025-07-23 15:23:54.201639,government,9,180.0,183.1,26.0,25,15,Wednesday,23,7,False,True,normal,license,completed,2.0,2025-07-23
2025-07-23 15:24:48.201639,restaurant,7,114.21,108.28,18.0,15,15,Wednesday,23,7,False,False,normal,delivery,completed,2.0,2025-07-23
2025-07-23 15:24:59.201639,government,11,180.0,180.51,29.0,25,15,Wednesday,23,7,False,True,normal,registration,completed,1.0,2025-07-23
2025-07-23 15:33:40.201639,restaurant,5,76.28,78.25,16.0,15,15,Wednesday,23,7,False,False,normal,delivery,completed,3.0,2025-07-23
2025-07-23 15:34:43.201639,hospital,13,180.0,175.84,20.0,20,15,Wednesday,23,7,False,True,normal,lab,completed,1.0,2025-07-23
2025-07-23 15:36:14.201639,bank,5,60.84,47.48,9.0,12,15,Wednesday,23,7,False,False,normal,account,completed,4.0,2025-07-23
2025-07-23 15:36:27.201639,restaurant,8,130.64,134.51,14.0,15,15,Wednesday,23,7,False,False,normal,reservation,completed,2.0,2025-07-23
2025-07-23 15:46:05.201639,government,10,180.0,179.35,30.0,25,15,Wednesday,23,7,False,True,normal,license,completed,1.0,2025-07-23
2025-07-23 15:50:01.201639,government,9,126.0,128.22,23.0,25,15,Wednesday,23,7,False,True,high,permit,completed,1.0,2025-07-23
2025-07-23 15:52:53.201639,hospital,13,180.0,175.55,23.0,20,15,Wednesday,23,7,False,True,normal,lab,completed,2.0,2025-07-23
2025-07-23 15:53:13.201639,government,13,180.0,180.66,26.0,25,15,Wednesday,23,7,False,True,normal,permit,completed,3.0,2025-07-23
2025-07-23 15:53:47.201639,retail,6,70.09,76.08,9.0,10,15,Wednesday,23,7,False,False,normal,billing,completed,3.0,2025-07-23
2025-07-23 15:55:05.201639,hospital,12,180.0,180.08,20.0,20,15,Wednesday,23,7,False,True,normal,consultation,completed,3.0,2025-07-23
2025-07-23 15:55:34.201639,hospital,11,180.0,,,20,15,Wednesday,23,7,False,True,normal,consultation,cancelled,,2025-07-23
2025-07-23 16:01:01.201639,government,5,135.92,130.5,24.0,25,16,Wednesday,23,7,False,False,normal,permit,completed,2.0,2025-07-23
2025-07-23 16:01:27.201639,restaurant,7,130.02,124.72,19.0,15,16,Wednesday,23,7,False,False,normal,reservation,completed,2.0,2025-07-23
2025-07-23 16:02:08.201639,retail,6,59.38,58.79,8.0,10,16,Wednesday,23,7,False,False,normal,billing,completed,3.0,2025-07-23
2025-07-23 16:04:55.201639,government,9,180.0,,,25,16,Wednesday,23,7,False,False,normal,permit,cancelled,,2025-07-23
2025-07-23 16:05:54.201639,restaurant,4,99.55,100.2,20.0,15,16,Wednesday,23,7,False,False,normal,dine-in,completed,3.0,2025-07-23
2025-07-23 16:07:23.201639,restaurant,7,95.59,97.75,17.0,15,16,Wednesday,23,7,False,False,normal,takeaway,completed,2.0,2025-07-23
2025-07-23 16:09:12.201639,bank,10,134.99,129.98,9.0,12,16,Wednesday,23,7,False,True,normal,deposit,completed,2.0,2025-07-23
2025-07-23 16:10:10.201639,bank,8,117.95,115.56,11.0,12,16,Wednesday,23,7,False,True,normal,withdrawal,completed,1.0,2025-07-23
2025-07-23 16:10:49.201639,bank,7,109.37,104.74,15.0,12,16,Wednesday,23,7,False,True,normal,account,completed,1.0,2025-07-23
2025-07-23 16:12:19.201639,retail,6,70.72,77.85,10.0,10,16,Wednesday,23,7,False,False,normal,checkout,completed,2.0,2025-07-23
2025-07-23 16:17:28.201639,bank,10,130.36,127.51,16.0,12,16,Wednesday,23,7,False,True,normal,withdrawal,completed,1.0,2025-07-23
2025-07-23 16:17:50.201639,bank,6,94.55,98.43,9.0,12,16,Wednesday,23,7,False,True,normal,deposit,completed,2.0,2025-07-23
2025-07-23 16:18:30.201639,hospital,12,180.0,176.92,18.0,20,16,Wednesday,23,7,False,True,normal,emergency,completed,3.0,2025-07-23
2025-07-23 16:20:27.201639,bank,8,122.42,123.95,17.0,12,16,Wednesday,23,7,False,True,normal,account,completed,2.0,2025-07-23
2025-07-23 16:24:01.201639,bank,9,120.48,117.79,11.0,12,16,Wednesday,23,7,False,True,normal,deposit,completed,3.0,2025-07-23
2025-07-23 16:25:57.201639,restaurant,5,101.39,100.06,13.0,15,16,Wednesday,23,7,False,False,normal,takeaway,completed,2.0,2025-07-23
2025-07-23 16:26:18.201639,hospital,12,180.0,180.36,21.0,20,16,Wednesday,23,7,False,True,normal,consultation,completed,3.0,2025-07-23
2025-07-23 16:26:31.201639,retail,3,35.01,,,10,16,Wednesday,23,7,False,False,normal,exchange,no-show,,2025-07-23
2025-07-23 16:33:50.201639,hospital,11,126.0,131.46,19.0,20,16,Wednesday,23,7,False,True,high,lab,completed,2.0,2025-07-23
2025-07-23 16:40:10.201639,hospital,14,126.0,,,20,16,Wednesday,23,7,False,True,high,checkup,cancelled,,2025-07-23
2025-07-23 16:47:03.201639,government,9,180.0,184.63,27.0,25,16,Wednesday,23,7,False,False,normal,permit,completed,1.0,2025-07-23
2025-07-23 16:48:42.201639,bank,6,104.38,103.44,10.0,12,16,Wednesday,23,7,False,True,normal,withdrawal,completed,3.0,2025-07-23
2025-07-23 16:52:28.201639,retail,3,52.28,52.05,14.0,10,16,Wednesday,23,7,False,False,normal,checkout,completed,3.0,2025-07-23
2025-07-23 17:00:01.201639,retail,8,99.34,101.31,14.0,10,17,Wednesday,23,7,False,True,normal,billing,completed,1.0,2025-07-23
2025-07-23 17:00:30.201639,hospital,8,165.63,172.48,21.0,20,17,Wednesday,23,7,False,False,normal,lab,completed,1.0,2025-07-23
